rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:5yyYL1FpimADTIftYQU0cg","Dlala Thukzin, Zaba, Sykes","iPlan","Dlala Records (PTY) Ltd",1,1,5,"612383"
2,"spotify:track:5C9h6ZyskUiyAVDmhSfSdP","Mellow & Sleazy, SjavasDaDeejay, TitoM, Tman Xpress","Imnandi lento (feat. Tman Xpress)","Sound African Recordings",1,2,9,"566731"
3,"spotify:track:7HmE17lcfpENCJkuurXDvh","Kamo Mphela, Tyler ICU, Khalil Harrison, Baby S.O.N","Dalie (feat. Baby S.O.N)","KAMO MPHELA ENTERTAINMENT",3,-1,1,"509044"
4,"spotify:track:4J1H4EuucGhhYfcPpYCBRr","DJ Stokie, Zee_nhle, Omit ST, Sobzeen","Awukhuzeki","Universal Music (Pty) Ltd.",1,6,18,"390532"
5,"spotify:track:7JbLSEDlRdoJaXk5ddZae2","Mthandeni SK, Lwah Ndlunkulu","Paris","Mthandeni Music Production",5,16,10,"329483"
6,"spotify:track:1ng4byy7mejezJ08hs4P7R","Sam Deep, Njelic, Aymos","Isgubhu","Universal Music (Pty) Ltd.",6,15,7,"308426"
7,"spotify:track:5aIVCx5tnk0ntmdiinnYvw","Tyla","Water","FAX Records/Epic",7,20,7,"295891"
8,"spotify:track:5tpft20jhQvRlG3O7XfwWy","Tyler ICU, Tumelo_za, DJ Maphorisa, Nandipha808, Ceeka RSA, Tyrone Dee","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","New Money Gang Records",1,10,25,"286424"
9,"spotify:track:5R9zmvswQj0SRJ1XM0yTzU","Killorbeezbeatz","Ngilele E Hotel","Killorbeez Records",6,14,7,"267183"
10,"spotify:track:3pImmSzeKex5ffzsDoaL3z","Bassie, Aymos, T-Man SA","Izenzo","Djs Production Pty Ltd",10,22,8,"265410"
11,"spotify:track:2YSzYUF3jWqb9YP9VXmpjE","Drake, Yeat","IDGAF (feat. Yeat)","OVO/Republic",5,5,2,"245171"
12,"spotify:track:7aqfrAY2p9BUSiupwk3svU","Drake, J. Cole","First Person Shooter (feat. J. Cole)","OVO/Republic",3,3,2,"243161"
13,"spotify:track:1NQCinyxiglxekxXVPEhnC","Uncle Waffles, Ice Beats Slide, Sbuda Maleather","Peacock Revisit (feat. Ice Beats Slide & Sbuda Maleather)","Encore Recordings",3,17,10,"229137"
14,"spotify:track:7Gc7tNSocAypLct0MYYzmk","Felo Le Tee, LeeMcKrazy, Keynote","Yini Ngathi (Insane)","New Money Gang Records",14,-1,1,"219940"
15,"spotify:track:5l4S6LVL1AQfZC01pypXl6","Megadrumz, Lady Du","Tjina","Open Mic Productions",9,21,5,"219652"
16,"spotify:track:0XSYoJ0MJpMB2tddyRcBEC","De Mthuda, Da Muziqal Chef, Eemoh","Sgudi Snyc","Universal Music (Pty) Ltd.",2,23,22,"198428"
17,"spotify:track:5Jf3hmkf8WKKqxM4vM8rux","Lwah Ndlunkulu","Eyami","Nkabi Records",17,28,11,"194013"
18,"spotify:track:3N2AjgvL6Idel1GtE2srYb","Oscar Mbo, KG Smallz, Thakzin, Dearson, Mhaw Keys, MÖRDA","Yes God (feat. Dearson, Mörda & Mhaw keys)","The Ashmed Hour Records",18,37,11,"186037"
19,"spotify:track:3RmhsiQszFnnixoOrLznAN","Fezeka Dlamini, Nomfundo Moh, Naledi","Uyangijabulisa","Sginci Media",12,32,9,"181581"
20,"spotify:track:5O677N09WkpiDFluKb1fXh","Jimmy Maradona, QuayR Musiq, Mellow & Sleazy, Ch'cco, LeeMcKrazy","Wena Wa Pallwa (feat. Ch'cco & LeeMcKrazy)","Sound African Recordings",8,31,14,"170500"
21,"spotify:track:5Yx3xbh3ob1TzcSkTZRYjT","Tebza De DJ, DJ Nomza The King","Ka Valungu","Music Band Production / EMPIRE",5,38,13,"165940"
22,"spotify:track:56y1jOTK0XSvJzVv9vHQBK","Doja Cat","Paint The Town Red","Kemosabe Records/RCA Records",10,36,11,"165772"
23,"spotify:track:1AVIL2s4vkE92Qupej37JR","Dj Jaivane, LeeMcKrazy, Skandisoul","uLala Kanjani (feat. LeeMcKrazy & Skandisoul)","Ziiki Media",17,30,13,"165607"
24,"spotify:track:1CrwpdodnkXcjPSrg8kw9g","Mas Musiq, Daliwonga, DJ Maphorisa, Kabza De Small","Gangnam Style (feat. DJ Maphorisa & Kabza De Small)","New Money Gang Records",2,33,28,"162783"
25,"spotify:track:0JtoyusgiISK10cXzX79uH","Sizwe Nineteen, R-Bee, De’vine 07, Drumonade, Tumi Sdomane","Habibi (Quantum Sound)","Sizwe Nineteen",9,29,10,"160826"
26,"spotify:track:7ko9EAsZ2N1ZpEBlMUkR3J","Kabza De Small, DJ Maphorisa, Njelic, Young Stunna, Nkosazana Daughter, Xolani Guitar","Nana Thula (feat. Njelic, Young Stunna, Nkosazana Daughter & Xolani Guitar)","Piano Hub",6,47,22,"159813"
27,"spotify:track:3eP13S8D5m2cweMEg3ZDed","Drake","Virginia Beach","OVO/Republic",4,4,2,"159224"
28,"spotify:track:0AYt6NMyyLd0rLuvr0UkMH","Drake, SZA","Slime You Out (feat. SZA)","OVO/Republic",4,7,5,"156327"
29,"spotify:track:1djewwWkOaJGFtPaQc2MU6","Sam Deep, Eemoh, Da Muziqal Chef","iMpumelelo","Universal Music (Pty) Ltd.",8,42,32,"155839"
30,"spotify:track:4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean","300 Entertainment",5,43,18,"150168"
31,"spotify:track:2FDTHlrBguDzQkp7PVj16Q","Dave, Central Cee","Sprinter","Neighbourhood / Live Yours",4,45,20,"148448"
32,"spotify:track:5mjYQaktjmjcMKcUIcqz4s","Kenya Grace","Strangers","Warner Records/Major Recordings",29,51,7,"146415"
33,"spotify:track:4XQNZPkMyo1LxR3NYbVegt","Maverick Muji, Nonny","Ngimtholile","Muji Records",33,-1,1,"141888"
34,"spotify:track:0AtUfScqL8UjpRGI2Mt4BI","Deejaykgosi, Baby Momo, Lington, Phemelo Saxer, Zee_nhle, iam.psalm","Ngizwile (feat. Lington, Zee_nhle, iam.psalm, Phemelo Saxer)","Wanitwa Mos Entertainment",23,49,13,"137574"
35,"spotify:track:5PyDJG7SQRgWXefgexqIge","Doja Cat","Agora Hills","Kemosabe Records/RCA Records",35,73,4,"135871"
36,"spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze","Top Dawg Entertainment/RCA Records",12,53,45,"128270"
37,"spotify:track:1y5eHXBYiLgNv00KoHXm4o","Soa Mattrix, Mashudu, Happy Jazzman, Emotionz DJ","Mina Nawe","Soa Music Group",1,54,53,"127317"
