rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0EzNyXyU7gHzj2TN8qYThj","SDM","Bolide allemand","92i / Capitol Music France",1,1,33,"2066168"
2,"spotify:track:4wNyrbY6B2Okii8VeKo2B2","Tiakola","Meuda","Wati-B",2,2,60,"2034751"
3,"spotify:track:2BvjmY4Mp5q1AHL0laetd6","Heuss L'enfoiré, Gazo","Saiyan","150 Prod / Straw Production",3,4,7,"1840848"
4,"spotify:track:30D9x5LFgL2o9xidjX2wtE","Soolking, Gazo","Casanova","Universal Music MENA Distributed Labels",4,8,2,"1644809"
5,"spotify:track:0XGBe8T2n2XTdesQgjQQIY","Naps, Gazo, Ninho","C'est carré le S","Ok Many industrie",1,5,12,"1508381"
6,"spotify:track:3Iy4j2lCqW8BXGkFk21U6F","Ninho, Central Cee","Eurostar (feat. Central Cee)","Rec. 118/Jefe Production",1,3,3,"1449862"
7,"spotify:track:1xs8bOvm3IzEYmcLJVOc34","Ayra Starr","Rush","Mavin Records",6,6,27,"1389336"
8,"spotify:track:2t0sbwkCuLSS8LKFanHEZu","JEY BROWNIE, FLEM KGB","GTB","ATT Music Productions",7,7,4,"1367811"
9,"spotify:track:2GMXeFK2Zz6DqUP5LT9NHz","Werenoi","Laboratoire","PLR Music / PGP Records / Allpoints",9,9,19,"1319651"
10,"spotify:track:7EO5oDxrq2dvYDgBjFvFYY","No Limit, Gazo, Damso","LA RUE","NO LIMIT PROD",1,13,10,"1271919"
11,"spotify:track:7d391WfC0HtftRcetDFQUy","PLK","Nouvelles","Panenka Music",3,10,14,"1263853"
12,"spotify:track:5dSfZLxT4QUN4maDM5H2ZW","NAZAKEBLACK, Naza, KeBlack","1,2,3 Soleil","Capricarolesque Industry - Dayeden Musik",12,16,6,"1259207"
13,"spotify:track:66TAAKeoOD0cFpVRug9IXZ","PLK","Demain","Panenka Music",1,17,14,"1166334"
14,"spotify:track:6pIciAIov7TP5Zj4PTN9rc","Vacra","Tiki Taka","Universal Music Division Carthage Music",12,15,29,"1155180"
15,"spotify:track:3BKD1PwArikchz2Zrlp1qi","David Guetta, Anne-Marie, Coi Leray","Baby Don't Hurt Me","Parlophone UK",11,11,15,"1086895"
16,"spotify:track:1DmW5Ep6ywYwxc2HMT5BG6","Loreen","Tattoo","Universal Music AB",12,12,10,"1082522"
17,"spotify:track:16FTTvpIgihyei3EBNw1jd","GAULOIS, Ninho","Jolie (feat. Ninho)","La G Corp / Tiens Tiens Retiens",1,18,27,"1064550"
18,"spotify:track:1odExI7RdWc4BT515LTAwj","David Kushner","Daylight","Miserable Music Group, LLC",10,21,14,"1062768"
19,"spotify:track:4DHcnVTT87F0zZhRPYmZ3B","Miley Cyrus","Flowers","Columbia",1,14,27,"1057821"
20,"spotify:track:1NS6X0RWyNp0KzCCmCCwlu","Nahir, Vacra","Piranha (feat. Vacra)","AWA",20,34,8,"1050509"
21,"spotify:track:55Q180Og5mkW2XeGPjB7yn","Morad, Jul","Se Grita","M.D.L.R",21,22,9,"1013176"
22,"spotify:track:609E1JCInJncactoMmkDon","ROSALÍA, Rauw Alejandro","BESO","Columbia Records/Duars Entertainment/Sony Music Latin",19,26,17,"963486"
23,"spotify:track:2F2p7b5Xq20mRyEeWYaeUF","Purple Disco Machine, Kungs, Julian Perretta","Substitution (feat. Julian Perretta)","Columbia Local",23,30,14,"961473"
24,"spotify:track:3d7vLNeOXnzdBwUGbqklPE","Werenoi, Ninho","Ciao","PLR Music / PGP Records / Allpoints",6,25,19,"957475"
25,"spotify:track:7x9aauaA9cu6tyfpHnqDLo","Jung Kook, Latto","Seven (feat. Latto)","BIGHIT MUSIC",25,-1,1,"954062"
26,"spotify:track:0uSjZhPKuYBcObeetfVlpn","Werenoi","Solitaire","PGP Records",14,28,49,"944232"
27,"spotify:track:1xLCwgQcF6bKncTJmRGGws","SDM","Mr. Ocho","92i / Capitol Music France",6,29,33,"941278"
28,"spotify:track:5bOWPM362XpMa8zn6UR9te","Nuit Incolore","Dépassé","Wagram Music / Cinq 7",16,20,26,"937655"
29,"spotify:track:4f0ytSBF6dlKOIFQsfeemV","Djadja & Dinaz","Capitaine","Carré music",6,32,18,"925951"
30,"spotify:track:7A2DyRIqqelhZ4caPJMaFI","Favé","Urus","Morning Glory Music / 109 Record",3,31,40,"903955"
31,"spotify:track:4BZZTXcd5ROagKhynqj61X","Hamza, Damso","Nocif","Just Woke Up",1,33,22,"894427"
32,"spotify:track:0YbFEoJi7Esa7lhIrEpBjl","Imagine Dragons","Waves","Kid Ina Korner / Interscope",32,52,11,"870624"
33,"spotify:track:6pb5DtlAeG95dNQLHiArRU","R3HAB, INNA, Sash!","Rock My Body","Spinnin' Records",33,48,7,"870238"
34,"spotify:track:3D29kjUyWxsT3jUUTtARVQ","Gazo","DIE","BSB PROD",1,43,55,"864191"
35,"spotify:track:1JvMPB1mkcrQsnasBGMBYd","Ninho, Ayra Starr","No love","Rec. 118/Jefe Production",9,27,3,"862464"
36,"spotify:track:5eTaQYBE1yrActixMAeLcZ","Calvin Harris, Ellie Goulding","Miracle (with Ellie Goulding)","Columbia",28,36,17,"859511"
37,"spotify:track:0i9RysNKssk6syOrKDX3U2","Gazo, Tiakola","FLEURS (feat. Tiakola)","BSB PROD",10,42,55,"852786"
38,"spotify:track:3OFAB9JacVGaz4CWSsfZhZ","Zola","AMBER","AWA",1,44,35,"823121"
39,"spotify:track:68u6FfyJemjxWi2ipfhG7e","Jul","La faille","D'Or et de Platine",6,40,10,"819417"
40,"spotify:track:7tChNCtleS9bUPD4uDXvJf","Kendji Girac, Vianney","Le feu","Universal Music Division Island Def Jam",40,65,8,"816468"
41,"spotify:track:2Qzt61URbXBb9N2MSVDoDv","DYSTINCT, Naza, Unleaded","Business (feat. Naza)","Avalon Music",24,35,7,"816371"
42,"spotify:track:1WkliDsYrTr7UdNcQVDy2Q","Dubzyy","La League","PGP Records",34,47,50,"808639"
43,"spotify:track:0Jh6iWjna1wk5le0Ahn7No","Ninho","La vie qu'on mène","Rec. 118 / Mal Luné Music",3,39,226,"803198"
44,"spotify:track:3aiOu3VFNOD9omIGG7nSq1","Aden Foyer","The Ballet Girl","Columbia",27,38,17,"784900"
45,"spotify:track:46NCn1HZ054Wy0o6H86teM","Dau","Finale - Nouvelle École","Netflix Music",4,46,8,"784499"
46,"spotify:track:26b3oVLrRUaaybJulow9kz","Libianca","People","5K Records Limited",30,50,28,"780339"
47,"spotify:track:0goer5e8B6SJaTV2B51k6f","Jul","La bandite","D'Or et de Platine",11,41,68,"778294"
48,"spotify:track:2FDTHlrBguDzQkp7PVj16Q","Dave, Central Cee","Sprinter","Neighbourhood / Live Yours",41,76,7,"776136"
49,"spotify:track:2KReCz1L5XkGIBhDncQ5VZ","Måneskin","BABY SAID","Epic",49,68,14,"768702"
50,"spotify:track:0XpWJLcqo71l4jsSsjrFD1","Ninho","La vie de Johnny","Rec. 118/Jefe Production",4,19,3,"764548"
51,"spotify:track:4cVnXm3iHSlOYRtHZcEEbj","Victor Thompson, Vacra, Ehis 'D' Greatest","THIS YEAR (Blessings) - French Remix","NWE Worldwide",46,51,12,"755306"
52,"spotify:track:2bNtWTLdqUGhLZqWUGPNvK","SCH","Je la connais","Universal Music Division Capitol Music France",30,62,22,"729021"
53,"spotify:track:4cW0FXhN81yZ6YHVmFnsyG","Ninho","25 G","Rec. 118/Jefe Production",6,23,6,"720206"
54,"spotify:track:3t6CmLKKMFxclNBzvJd51t","Ninho, Lil Baby","Blue story (feat. Lil Baby)","Rec. 118/Jefe Production",2,24,3,"717269"
55,"spotify:track:4QiJK3bjjI3mbzyKDjjGlg","Shay","Jolie Go","Jolie Garce Records / Because Music",44,57,12,"709562"
56,"spotify:track:1bwhDrXcAtqePp8mNJ0pTe","Naps","La kiffance","OK Many Industrie et 13ème art Music",1,64,125,"705822"
57,"spotify:track:3p26SlvvvwRo3WY9pUTlE0","Mentissa","Mamma Mia","Tôt Ou Tard",57,69,7,"705602"
58,"spotify:track:2xsRIYRAC0mXttKR4sZscl","Sound Of Legend","Some Kind Of Kiss","Play Two",28,49,16,"702210"
59,"spotify:track:6IdcyYfBz9LG3SWIKVyNgh","Becky G, Omega","Arranca (feat. Omega)","Kemosabe Records/RCA Records",45,45,8,"700806"
60,"spotify:track:6kwmp0U8M1tPvgPHqvbwsr","Tiakola, Rsko","Gasolina (feat. Rsko)","Wati-B",6,66,60,"700051"
61,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",1,59,68,"699830"
62,"spotify:track:0DWdj2oZMBFSzRsi2Cvfzf","KAROL G, Shakira","TQG","BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO",29,54,21,"671331"
63,"spotify:track:0tCawDFGC71YFz5K0nB8Sy","Harley","Supalife 4","Full Records",55,73,24,"664965"
64,"spotify:track:2ewjMyCbNv2X1dB2qIDCwD","Damso","Θ. Macarena","Universal Music Division Carthage Music",1,78,231,"659512"
65,"spotify:track:0UawmEzDkE7zISZkhOB678","DYSTINCT, MHD, YAM","Tek Tek (feat. MHD)","Avalon Music",14,58,10,"656450"
66,"spotify:track:5pRqB6LtU8adyhgPGtklMY","Zola, Tiakola","TOUTE LA JOURNÉE (feat. Tiakola)","AWA",3,74,24,"652586"
67,"spotify:track:1vYXt7VSjH9JIM5oRRo7vA","Dua Lipa","Dance The Night - From Barbie The Album","Atlantic Records",55,98,8,"642923"
68,"spotify:track:6g9JKWPybsqrZaqqgjCTx2","Werenoi","Chemin d'or","PLR Music / PGP Records / Allpoints",68,94,18,"629214"
69,"spotify:track:4otT81iBBpaf36roGtzT4a","Lomepal","Decrescendo","Pinéale",11,63,44,"628335"
70,"spotify:track:6qvyN6NTUpdfOJRYjtSSd7","Josman","Intro","SIDELINE",23,95,70,"621621"
71,"spotify:track:22skzmqfdWrjJylampe0kt","Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton","Can't Hold Us (feat. Ray Dalton)","Macklemore",40,72,115,"621288"
72,"spotify:track:3BnDvpeuGOj21Ir2aVEtQo","Rema","Calm Down","Mavin Records / Jonzing World",2,88,65,"619771"
73,"spotify:track:4aslqUfhnz7lYd8mEMIToq","Dubzyy","TP - Instrumental","Instinct Productions",8,92,5,"613194"
74,"spotify:track:6D1HiF2e3Z0F8FwQ5uLxwn","Gazo, Favé, Kerchak, Leto","NO LÈCHE","BSB PROD",4,87,19,"612891"
75,"spotify:track:1O2mX6MrjsJlkCGEF0TVWL","PLK","Émotif (Booska 1H)","Panenka Music",38,91,84,"611786"
76,"spotify:track:72S7wnaqaCAJ3fZVgx3i4A","Jul","Tropical","D'Or et de Platine",69,70,4,"607774"
77,"spotify:track:7nLzZI0e9ngvaNDqLF7Z8c","Ninho","Rich Porter","Rec. 118/Jefe Production",7,37,3,"607291"
78,"spotify:track:3pshEpoqS6tcAxTHUZuJtV","Werenoi","All eyes on me","PGP Records",65,85,9,"606880"
79,"spotify:track:4e1U6KRJGed8gh3uRbAv3P","AriBeatz, Ozuna, GIMS, Sfera Ebbasta","MIRAGE (feat. Ozuna, GIMS & Sfera Ebbasta)","Epic Local",53,53,11,"606496"
80,"spotify:track:6OZwia8loN0aPS0vTvsBjR","Alonzo, Ninho, Naps","TOUT VA BIEN (feat. Ninho & Naps)","ONLY PRO",1,86,61,"605631"
81,"spotify:track:1qkwBaQUYh3HeUlUlGu8YM","Luidji","Reste en Vie","Foufoune Palace Bonjour, under exclusive distribution to Island Def Jam, a label of Universal Music France",81,109,4,"601702"
82,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",3,81,47,"589820"
83,"spotify:track:656vbT8JKkVx7g1yG12L89","OBOY","Avec Toi","SYNDICATE RECORDS",36,96,107,"582894"
84,"spotify:track:0Wr98MVkENZXddiLB3bPb0","Louise Attaque","J't'emmène au vent","Universal Music Division Barclay",84,110,91,"580746"
85,"spotify:track:6PrB4KpvuoYWtwjPC5a44S","Soolking, Niska","Balader","Universal Music Division Capitol Music France",2,84,60,"571320"
86,"spotify:track:1FiWe3fM6toG3XapfJpJBY","OBOY","Quali","360 records",86,-1,1,"569481"
87,"spotify:track:1gUwi1o1S9W9P0FQgJdY8s","P!nk","TRUSTFALL","RCA Records Label",42,90,5,"568719"
88,"spotify:track:3p7XQpdt8Dr6oMXSvRZ9bg","Ed Sheeran","Eyes Closed","Atlantic Records UK",47,79,16,"568091"
89,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",17,97,103,"567674"
90,"spotify:track:4bArJbevzjgIfbPupg9GEl","Jain","The Fool","Columbia",32,67,13,"566131"
91,"spotify:track:14VthBnru6kiREQUYAuNSL","Trinix, Fafá de Belém","Emorio","Trinix Music / WEA France",91,117,2,"565258"
92,"spotify:track:6YWjskKykdPsBuiTBOg1VK","Damso","Δ. Dieu ne ment jamais","Universal Music Division Carthage Music",8,100,81,"562844"
