rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2HRgqmZQC0MC7GeNuDIXHN","Jung Kook, Latto","Seven (feat. Latto) (Explicit Ver.)","BIGHIT MUSIC",1,2,61,"2677516"
2,"spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","Jimin","Who","BIGHIT MUSIC",1,1,8,"2045136"
3,"spotify:track:2KslE17cAJNHTsI2MI0jb2","Jung Kook","Standing Next to You","BIGHIT MUSIC",1,3,44,"1320408"
4,"spotify:track:5IZDnmnMBzLnE6APoYL26d","Vũ., Binz","bình yên","WM Vietnam",4,11,2,"1078283"
5,"spotify:track:2ZqTbIID9vFPTXaGyzbb4q","Megan Thee Stallion, RM","Neva Play (feat. RM of BTS)","Hot Girl Productions",5,-1,1,"993862"
6,"spotify:track:2N0SPREDYqILVEFSsWF5N5","V","Love Me Again","BIGHIT MUSIC",2,14,57,"957486"
7,"spotify:track:2plbrEY59IikOBgBGLjaoe","Lady Gaga, Bruno Mars","Die With A Smile","Interscope",4,4,4,"941386"
8,"spotify:track:2GE2p2dFpxp7OIz2QOFBzW","ANH TRAI ""SAY HI"", HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac","KIM PHÚT, KIM GIỜ (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)","Anh Trai Say Hi",5,5,3,"886711"
9,"spotify:track:5oFEvbM7lGnx8jfAkuhVyo","AMEE, RPT MCK","MỘNG YU","Yin Yang Media",3,6,6,"722208"
10,"spotify:track:4nXrVH5xwN1w6TpmP7uu8n","HIEUTHUHAI, marzuz","Exit Sign","M Music Records",8,10,48,"670239"
11,"spotify:track:31VNCmwspR7nVJ6kruUuJt","Sơn Tùng M-TP","Đừng Làm Trái Tim Anh Đau","Universal Music Indochina Distributed Labels",1,8,14,"617248"
12,"spotify:track:4fj4Jn4nw8fGX8xdbCntJf","CoolKid, RHYDER","Sau Cơn Mưa","MaiDao Music",8,13,54,"589525"
13,"spotify:track:0BX2eDMZJrGzApf4ZGXrFi","ANH TRAI ""SAY HI"", HIEUTHUHAI, ERIK, Anh Tú Atus, JSOL, Orange","NGÁO NGƠ (feat. HIEUTHUHAI, ERIK, Anh Tú Atus, JSOL & Orange)","Anh Trai Say Hi",6,9,6,"572427"
14,"spotify:track:3JIfmjJbanxJkwaPzYa2gN","ANH TRAI ""SAY HI"", Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương, Lâm Bảo Ngọc","REGRET (feat. Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương & Lâm Bảo Ngọc)","Anh Trai Say Hi",5,7,6,"534189"
15,"spotify:track:2AVDBKzxzTjLB91WVTfIlA","ANH TRAI ""SAY HI"", RHYDER, Jmi Ko","ANH BIẾT RỒI (feat. Rhyder, Jmi Ko)","Anh Trai Say Hi",15,102,2,"519069"
