rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:5tpft20jhQvRlG3O7XfwWy","Tyler ICU, Tumelo_za, DJ Maphorisa, Nandipha808, Ceeka RSA, Tyrone Dee","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","New Money Gang Records",1,1,13,"478067"
2,"spotify:track:0XSYoJ0MJpMB2tddyRcBEC","De Mthuda, Da Muziqal Chef, Eemoh","Sgudi Snyc","Universal Music (Pty) Ltd.",2,2,10,"374941"
3,"spotify:track:4J1H4EuucGhhYfcPpYCBRr","DJ Stokie, Zee_nhle, Omit ST, Sobzeen","Awukhuzeki","Universal Music (Pty) Ltd.",3,6,6,"331600"
4,"spotify:track:2FDTHlrBguDzQkp7PVj16Q","Dave, Central Cee","Sprinter","Neighbourhood / Live Yours",4,4,8,"290577"
5,"spotify:track:4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean","300 Entertainment",5,5,6,"271656"
6,"spotify:track:1CrwpdodnkXcjPSrg8kw9g","Mas Musiq, Daliwonga, DJ Maphorisa, Kabza De Small","Gangnam Style (feat. DJ Maphorisa & Kabza De Small)","New Money Gang Records",2,3,16,"267021"
7,"spotify:track:4k5FlWz3dfhyQzmRpVPZsW","Lady Amar, JL SA, Cici, Murumba Pitch","Hamba Juba","Lea Records",1,7,23,"217210"
8,"spotify:track:5SjrCoaMIUauMrOZG2CUnq","Sam Deep, Eemoh, Da Muziqal Chef","iMpumelelo","Universal Music (Pty) Ltd.",8,8,20,"201545"
9,"spotify:track:741UUVE2kuITl0c6zuqqbO","Nicki Minaj, Ice Spice, Aqua","Barbie World (with Aqua) [From Barbie The Album]","Atlantic Records",9,30,5,"201106"
10,"spotify:track:7ko9EAsZ2N1ZpEBlMUkR3J","Kabza De Small, DJ Maphorisa, Njelic, Young Stunna, Nkosazana Daughter, Xolani Guitar","Nana Thula (feat. Njelic, Young Stunna, Nkosazana Daughter & Xolani Guitar)","Piano Hub",6,10,10,"189383"
11,"spotify:track:3js04Z5R4L1ZvtLPopSG8l","Myztro, Daliwonga, Xduppy, ShaunMusiq & Ftears","Kunkra (feat. Xduppy & ShaunMusiq & Ftears)","New Money Gang Records",4,9,6,"184078"
12,"spotify:track:6T7FXSuXykeGktMLGp8WgE","Lil Durk, J. Cole","All My Life (feat. J. Cole)","Alamo",2,12,11,"167417"
13,"spotify:track:1y5eHXBYiLgNv00KoHXm4o","Soa Mattrix, Mashudu, Happy Jazzman, Emotionz DJ","Mina Nawe","Soa Music Group",1,13,41,"146582"
14,"spotify:track:0AY3sNqV7qAdAZ8j6TRVBd","2Point1, Ntate Stunna, Nthabi Sings","Stimela","Penya Play Productions",1,14,31,"142544"
15,"spotify:track:5O677N09WkpiDFluKb1fXh","Jimmy Maradona, QuayR Musiq, Mellow & Sleazy, Ch'cco, LeeMcKrazy","Wena Wa Pallwa (feat. Ch'cco & LeeMcKrazy)","Sound African Recordings",15,26,2,"141422"
16,"spotify:track:6s1k8Ry40znPtEb9ijOlnw","Kaylow","24 Hours","Kaylow Publishing",2,17,8,"131754"
17,"spotify:track:1bmZLmDu9jkzwHInzPsYLD","Inkabi Zezwe, Sjava, Big Zulu","Umbayimbayi","Warner Music Africa",1,15,18,"130137"
18,"spotify:track:1nWA9Vtg9EW4i4Lr2YVsJJ","Busta 929, Pcee","Uyavala","Umsebenzi Wethu Records",15,16,5,"127859"
19,"spotify:track:26b3oVLrRUaaybJulow9kz","Libianca","People","5K Records Limited",5,21,32,"123061"
20,"spotify:track:1SB1UdyYs3DMyzHVxZg0QE","ShaunMusiq & Ftears, Xduppy, Myztro, Mellow & Sleazy, QuayR Musiq, Matute Boy","Bhebha (feat. Myztro, Mellow & Sleazy, QuayR Musiq & Matuteboy)","Sound African Recordings",3,18,20,"120161"
21,"spotify:track:7x9aauaA9cu6tyfpHnqDLo","Jung Kook, Latto","Seven (feat. Latto)","BIGHIT MUSIC",11,11,2,"116332"
22,"spotify:track:4FEi7i9oDxDzcYbx53IHwq","Kelvin Momo, Babalwa M, Sfarzo Rtee","Sukakude (feat. Sfarzo Rtee)","Kelvin Momo Productions",7,23,33,"115542"
23,"spotify:track:37ISMEYWqhRHcPEitHn8Er","uLazi, Infinity MusiQ","yey","Mguzuguzu Records",15,22,17,"111272"
24,"spotify:track:3HCs7v1ac2ReqcUlTs7YVm","Mellow & Sleazy, Tman Xpress, Keynote","Kwelinye (feat. Keynote)","Sound African Recordings",12,20,21,"110995"
25,"spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze","Top Dawg Entertainment/RCA Records",12,28,33,"110853"
26,"spotify:track:51fIDcNGiIp7pxHCCN5QaL","Tyler ICU, Khanyisa, Tumelo_za, Tyrone Dee","NGIMOJA (feat. Khanyisa, Tumelo_za & Tyrondee)","New Money Gang Records",1,19,23,"110430"
27,"spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q","Billie Eilish","What Was I Made For? [From The Motion Picture ""Barbie""]","Darkroom/Interscope Records",27,48,2,"110340"
28,"spotify:track:1xs8bOvm3IzEYmcLJVOc34","Ayra Starr","Rush","Mavin Records",7,25,43,"109940"
29,"spotify:track:1eb2pZlRqGLndvOj8MHaTD","Khanyisa, Tyler ICU, Ceeka RSA, Nandipha808","SUKA (feat. Nandipha808, Ceeka RSA)","Superstar Studios",10,24,7,"109644"
30,"spotify:track:1s7oOCT8vauUh01PbJD6ps","Rema, Selena Gomez","Calm Down (with Selena Gomez)","Mavin Records / Jonzing World",7,29,48,"109509"
31,"spotify:track:0JXXNGljqupsJaZsgSbMZV","Miguel","Sure Thing","Jive",13,36,134,"108858"
32,"spotify:track:58u8z6ia8GTm9yZlkmtCtV","Aymos, Ami Faku","Fatela","Lyf Styl Entertainment",3,27,36,"104713"
33,"spotify:track:4hDjmMljGvNZuYUXw1HWw3","Murumba Pitch, Omit ST, Dinky Kunene, Soa Mattrix, Buhle Sax","Wena Dali","Murumba Pitch",19,31,19,"104134"
34,"spotify:track:59nOXPmaKlBfGMDeOVGrIK","Future, Drake, Tems","WAIT FOR U (feat. Drake & Tems)","Epic/Freebandz",1,33,65,"101075"
35,"spotify:track:2f86Ae3R4OKAu1lEIqouih","Summer Walker, J. Cole","To Summer, From Cole - Audio Hug","LVRN/Interscope Records",12,35,10,"100961"
36,"spotify:track:6WzRpISELf3YglGAh7TXcG","The Weeknd, Playboi Carti, Madonna","Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series)","XO / Republic Records",36,40,8,"100573"
37,"spotify:track:0Wa6EyiyMpByx1vmufeSc0","Elvirgo, Chicco, TallexQ","Malume (Nta Swi Byela Mani Revisit)","Gallo Record Company",32,32,6,"100208"
38,"spotify:track:5YbPxJwPfrj7uswNwoF1pJ","Burna Boy","Last Last","Spaceship/ Bad Habit/Atlantic Records",1,53,63,"97070"
39,"spotify:track:30KX5p3u1xN8TF83eGY0bQ","Sykes, Skillz, Rudeboyz","Sisekakeni Babies (feat. Skillz & RudeBoyz)","Emazulwini Productions",28,37,4,"96892"
40,"spotify:track:7wcjeveluiW5djtxLCxNSx","Spirit Of Praise, Mpumi Mtsweni","Thath'Indawo (Live)","Spirit Music",23,49,22,"95476"
41,"spotify:track:3x3aen8g82ZErdMyGBuHNN","Loatinover Pounds, 25K, Thapelo Ghutra","Sosh Plata - Remix","Punyete Premier League",12,47,22,"93389"
42,"spotify:track:4HrTGHLIffBYPFan9QaAjg","Pabi Cooper, Yumbs, MaWhoo, Nkosazana Daughter","Dali Wam (feat. Nkosazana Daughter)","Cooper Entertainment",18,34,10,"93217"
43,"spotify:track:4iuNZTcvT9diFySSzVsnVS","Fantasia","When I See U","J Records",39,54,168,"93154"
44,"spotify:track:5L3ecxQnQ9qTBmnLQiwf0C","Travis Scott, Bad Bunny, The Weeknd","K-POP","Cactus Jack/Epic",44,-1,1,"93148"
45,"spotify:track:1odExI7RdWc4BT515LTAwj","David Kushner","Daylight","Miserable Music Group, LLC",18,42,15,"92985"
46,"spotify:track:3PdO57q0KLWkfWXsXQJlV6","Mas Musiq, Aymos, Young Stunna","Sengizwile (feat. Aymos & Young Stunna)","New Money Gang Records",3,38,64,"91847"
47,"spotify:track:68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz","Roc Nation Records LLC",39,51,145,"91426"
48,"spotify:track:183zjMwtPbSQjsE71Yrfoo","Focalistic, Eeque, Thama Tee","Khekheleza (Dlala Dlala) [feat. Thama Tee & Eeque]","18 Area Holdings",17,41,6,"91005"
49,"spotify:track:4VrYIDyFUN4IYU3wtjbF8p","DJ Maphorisa, Visca, Da Muziqal Chef, MaWhoo, Kabza De Small","Shona Kwelanga (feat. Mawhoo, Da Muziqal Chef & Kabza De Small)","New Money Gang Records",19,44,37,"90535"
50,"spotify:track:74csF4EizLF5y0yT2qoSHH","Wanitwa Mos, Master KG, Seemah, Lowsheen","Thando (feat. Lowsheen)","Wanitwa Mos Entertainment",34,39,7,"89598"
51,"spotify:track:3Pv1NcASIE987vF8t1VWVu","Lwah Ndlunkulu","Ngiyeza","Nkabi Records",8,45,27,"88849"
52,"spotify:track:7cNUMPXO8gGjKnKkXVn5T0","Nasty C","No More","Universal Music (Pty) Ltd.",23,62,4,"88845"
53,"spotify:track:1kKltSWkRUTB7LYVFJXS2w","Murumba Pitch, Omit ST, Nkosazana Daughter, Sipho Magudulela","Esangweni","Murumba Pitch",40,52,20,"88292"
54,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",2,55,71,"86254"
55,"spotify:track:0Yx0dpXq9K6vIkRWxPvKWI","Dr Dope, Pro Tee, Qveen-rsa, Mzwilili, Kitso Nave","Hamba Wena","3174598 Records DK",55,76,4,"85317"
56,"spotify:track:5JYPXqMwYc0zTODQdjMEZN","Ice Spice","Deli","10K Projects/Capitol Records",56,-1,1,"84132"
57,"spotify:track:2dHHgzDwk4BJdRwy9uXhTO","Metro Boomin, The Weeknd, 21 Savage","Creepin' (with The Weeknd & 21 Savage)","Republic Records",2,56,34,"83933"
58,"spotify:track:5U6zQqXCVZokE7UH4kdAB1","MÖRDA, Oscar Mbo, Murumba Pitch","Mohigan Sun","Asante Music (PTY)Ltd",36,57,24,"83665"
59,"spotify:track:26rx4ek7zk05Q9wEUbN1NF","Myztro, Xduppy, ShaunMusiq & Ftears","Myztro Ah Ah (feat. Xduppy & ShaunMusiq & Ftears)","New Money Gang Records",13,46,11,"83445"
60,"spotify:track:3k79jB4aGmMDUQzEwa46Rz","Olivia Rodrigo","vampire","Olivia Rodrigo PS",37,50,4,"83294"
61,"spotify:track:2qp7rTcFVz67fz88JSnbkU","Uncle Waffles, Tony Duardo, Justin99, Pcee, EeQue, Chley","Yahyuppiyah (feat. Pcee, EeQue & Chley)","Encore Recordings",3,43,17,"82691"
62,"spotify:track:4EI8VuxUuIHKfafU72emqz","Mariah Carey","We Belong Together","Def Jam Recordings",53,59,73,"82086"
63,"spotify:track:1nYOtsnFaAUQOZndulgzNb","AKA, KDDO","Company","Sound African Recordings",1,63,23,"79590"
64,"spotify:track:1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill","Top Dawg Entertainment/RCA Records",5,60,33,"78007"
65,"spotify:track:3pXF1nA74528Edde4of9CC","Bryson Tiller","Don't","TrapSoul/RCA Records",55,64,82,"77933"
66,"spotify:track:4DHcnVTT87F0zZhRPYmZ3B","Miley Cyrus","Flowers","Columbia",1,58,28,"77856"
67,"spotify:track:65NAMIdsZkxYIM5ui8SJSw","K.O, Young Stunna, Blxckie","SETE (feat. Young Stunna & Blxckie)","Sound African Recordings",1,68,49,"75822"
68,"spotify:track:3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White","Boys Don't Cry",68,79,36,"74728"
69,"spotify:track:05A1KzxTLvShctiD0Bsydd","Inkabi Zezwe, Sjava, Big Zulu","Sayona","Warner Music Africa",51,61,10,"74533"
70,"spotify:track:2THbHmoRIjbGQgP0HylMbx","AKA, Nasty C","Lemons (Lemonade)","Sound African Recordings",2,84,45,"73169"
71,"spotify:track:2HbKqm4o0w5wEeEFXm2sD4","Kendrick Lamar, Jay Rock","Money Trees","Aftermath",49,70,66,"72693"
72,"spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV","Ice Spice, Nicki Minaj","Princess Diana (with Nicki Minaj)","10K Projects/Capitol Records",19,90,15,"72353"
73,"spotify:track:7aRCf5cLOFN1U7kvtChY1G","Drake","Search & Rescue","OVO/Republic Records",5,67,16,"72336"
74,"spotify:track:7GaFYUqP2WdR4KTPk7cXoP","Mario","Let Me Love You","J Records",64,83,242,"71420"
75,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",7,71,237,"71417"
76,"spotify:track:3F5CgOj3wFlRv51JsHbxhe","Drake, 21 Savage","Jimmy Cooks (feat. 21 Savage)","OVO",1,75,58,"71363"
77,"spotify:track:2Hh3ETdQKrmSI3QS0hme7g","Metro Boomin, Future, Don Toliver","Too Many Nights (feat. Don Toliver & with Future)","Republic Records",18,66,34,"70526"
78,"spotify:track:5wG3HvLhF6Y5KTGlK0IW3J","Metro Boomin, Travis Scott, Young Thug","Trance (with Travis Scott & Young Thug)","Republic Records",29,77,26,"70476"
79,"spotify:track:05lM7Ep8UESoe3LV5yrew5","Lloyiso","Dream About You","Ambitiouz Entertainment",54,73,73,"70201"
80,"spotify:track:0u2P5u6lvoDfwTYjAADbn4","Billie Eilish, Khalid","lovely (with Khalid)","Darkroom",22,72,274,"69696"
81,"spotify:track:0HaRLPnr887lcQM2YQzkff","Burna Boy, Ed Sheeran","For My Hand (feat. Ed Sheeran)","Spaceship/ Bad Habit/Atlantic Records",11,96,55,"69428"
