rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:5C9h6ZyskUiyAVDmhSfSdP","Mellow & Sleazy, SjavasDaDeejay, TitoM, Tman Xpress","Imnandi lento (feat. Tman Xpress)","Sound African Recordings",1,1,5,"646209"
2,"spotify:track:4J1H4EuucGhhYfcPpYCBRr","DJ Stokie, Zee_nhle, Omit ST, Sobzeen","Awukhuzeki","Universal Music (Pty) Ltd.",1,2,14,"427966"
3,"spotify:track:5tpft20jhQvRlG3O7XfwWy","Tyler ICU, Tumelo_za, DJ Maphorisa, Nandipha808, Ceeka RSA, Tyrone Dee","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","New Money Gang Records",1,3,21,"358342"
4,"spotify:track:3RaCGXCiiMufRPoexXxGkV","Drake, SZA","Slime You Out (feat. SZA)","OVO",4,-1,1,"337419"
5,"spotify:track:1NQCinyxiglxekxXVPEhnC","Uncle Waffles, Ice Beats Slide, Sbuda Maleather","Peacock Revisit (feat. Ice Beats Slide & Sbuda Maleather)","Encore Recordings",3,4,6,"287967"
6,"spotify:track:5Yx3xbh3ob1TzcSkTZRYjT","Tebza De DJ, DJ Nomza The King","Ka Valungu","Music Band Production / EMPIRE",5,7,9,"284897"
7,"spotify:track:0XSYoJ0MJpMB2tddyRcBEC","De Mthuda, Da Muziqal Chef, Eemoh","Sgudi Snyc","Universal Music (Pty) Ltd.",2,5,18,"282102"
8,"spotify:track:1CrwpdodnkXcjPSrg8kw9g","Mas Musiq, Daliwonga, DJ Maphorisa, Kabza De Small","Gangnam Style (feat. DJ Maphorisa & Kabza De Small)","New Money Gang Records",2,6,24,"221639"
9,"spotify:track:5O677N09WkpiDFluKb1fXh","Jimmy Maradona, QuayR Musiq, Mellow & Sleazy, Ch'cco, LeeMcKrazy","Wena Wa Pallwa (feat. Ch'cco & LeeMcKrazy)","Sound African Recordings",8,8,10,"203028"
10,"spotify:track:2IGMVunIBsBLtEQyoI1Mu7","Doja Cat","Paint The Town Red","Kemosabe Records/RCA Records",10,12,7,"201234"
11,"spotify:track:5yyYL1FpimADTIftYQU0cg","Dlala Thukzin, Zaba, Sykes","iPlan","Dlala Records (PTY) Ltd",11,-1,1,"200579"
12,"spotify:track:0JtoyusgiISK10cXzX79uH","Sizwe Nineteen, R-Bee, De’vine 07, Drumonade, Tumi Sdomane","Habibi (Quantum Sound)","Sizwe Nineteen",9,9,6,"197936"
13,"spotify:track:7JbLSEDlRdoJaXk5ddZae2","Mthandeni SK, Lwah Ndlunkulu","Paris","Mthandeni Music Production",13,15,6,"196598"
14,"spotify:track:5iT4MuQFRS3WCpWjORIpiN","Nasty C","Endless","Def Jam Recordings",14,-1,1,"194866"
15,"spotify:track:4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean","300 Entertainment",5,10,14,"194846"
16,"spotify:track:5R9zmvswQj0SRJ1XM0yTzU","Killorbeezbeatz","Ngilele E Hotel","Killorbeez Records",16,16,3,"193588"
17,"spotify:track:2FDTHlrBguDzQkp7PVj16Q","Dave, Central Cee","Sprinter","Neighbourhood / Live Yours",4,11,16,"192324"
18,"spotify:track:7ko9EAsZ2N1ZpEBlMUkR3J","Kabza De Small, DJ Maphorisa, Njelic, Young Stunna, Nkosazana Daughter, Xolani Guitar","Nana Thula (feat. Njelic, Young Stunna, Nkosazana Daughter & Xolani Guitar)","Piano Hub",6,13,18,"185155"
19,"spotify:track:768qVMFHdL3geXl0jQa8Nn","Nasty C","She's Gone & The End","Def Jam Recordings",19,-1,1,"180070"
20,"spotify:track:5SjrCoaMIUauMrOZG2CUnq","Sam Deep, Eemoh, Da Muziqal Chef","iMpumelelo","Universal Music (Pty) Ltd.",8,14,28,"178424"
21,"spotify:track:4i8Z8v8PoeUb6IALQAB2ut","Nasty C, Benny The Butcher","Prosper In Peace (with Benny The Butcher)","Def Jam Recordings",21,44,3,"170247"
22,"spotify:track:34tsYM5Z3g9dvrwLjQKDtr","Sam Deep, Njelic, Aymos","Isgubhu","Universal Music (Pty) Ltd.",15,17,3,"169775"
23,"spotify:track:5aIVCx5tnk0ntmdiinnYvw","Tyla","Water","FAX Records/Epic",23,26,3,"164905"
24,"spotify:track:1AVIL2s4vkE92Qupej37JR","Dj Jaivane, LeeMcKrazy, Skandisoul","uLala Kanjani (feat. LeeMcKrazy & Skandisoul)","Ziiki Media",22,24,9,"159336"
25,"spotify:track:5Jf3hmkf8WKKqxM4vM8rux","Lwah Ndlunkulu","Eyami","Nkabi Records",20,22,7,"158784"
26,"spotify:track:4k5FlWz3dfhyQzmRpVPZsW","Lady Amar, JL SA, Cici, Murumba Pitch","Hamba Juba","Lea Records",1,18,31,"154539"
27,"spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze","Top Dawg Entertainment/RCA Records",12,20,41,"154240"
28,"spotify:track:78ZkwNG2wXWlwTasHCbcGf","Nasty C","Crazy Crazy","Def Jam Recordings",28,-1,2,"153728"
