rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:7x9aauaA9cu6tyfpHnqDLo","Jung Kook, Latto","Seven (feat. Latto)","BIGHIT MUSIC",1,1,3,"5873146"
2,"spotify:track:3Ua0m0YmEjrMi9XErKcNiR","Jimin","Like Crazy","BIGHIT MUSIC",1,2,19,"1650307"
3,"spotify:track:6IUEwlNgVnT5CYeBuq6DTH","RAP VIỆT, Dick, DT Tập Rap, UMIE","Anh Là Ai? (feat. Dick, DT & UMIE)","DAT VIET VAC",3,3,3,"531058"
4,"spotify:track:255vSRpVq5YYKBJiem1BVx","Andree Right Hand","Chơi Như Tụi Mỹ","$maker Music",4,5,11,"473771"
5,"spotify:track:5Odq8ohlgIbQKMZivbWkEo","Charlie Puth, Jung Kook, BTS","Left and Right (Feat. Jung Kook of BTS)","Atlantic Records",1,4,58,"471399"
6,"spotify:track:6VXVYATpQXEIoZ97NnWCmn","Madihu, Vũ.","Vì Anh Đâu Có Biết","WM Vietnam",2,6,52,"442105"
7,"spotify:track:7wj9sGlHGTMQ28liyi48hz","tlinh, 2pillz","nếu lúc đó","Universal Music Indochina Distributed Labels",1,7,22,"409297"
8,"spotify:track:7jLSThU5Kg1RWt19Leiaxm","RPT MCK, Trung Trần","Chìm Sâu","N0L4B3L",1,9,75,"368053"
9,"spotify:track:3YctJXK6kznnWl68TnYobN","RPT MCK","Anh Đã Ổn Hơn","N0L4B3L",3,11,22,"366435"
10,"spotify:track:4CUvVaAYuXtvYURLFz7EIL","Emcee L (Da LAB), Da LAB, Muộii (Starry Night)","Chuyện Đôi Ta (feat. Muộii)","Yin Yang Media",3,10,87,"360546"
11,"spotify:track:4TMdpMJNQdcawl8JjZEwLk","Lãng","Nụ hôn Bisou","12 trái lê",11,22,2,"338107"
12,"spotify:track:08ULi904W2Po6pVj8nN7KC","GREY D, Chillies","đưa em về nhàa","M Music Records",3,13,15,"335557"
13,"spotify:track:25h0TqC9H3BcMA7KjK5nHK","GREY D, tlinh","vaicaunoicokhiennguoithaydoi","M Music Records",2,16,59,"318381"
14,"spotify:track:3ukrFH17Zl6iEZ2QJ1Zwiy","RPT Orijinn, Ronboogz","Don't Côi","Rapital",3,14,32,"318028"
15,"spotify:track:4pE1DzYULn6pgud2WcqNs3","RAP VIỆT, Captain, UMIE","Baby Gọi Cho Anh (feat. CAPTAIN & UMIE)","DAT VIET VAC",8,8,3,"314062"
16,"spotify:track:7hU3IHwjX150XLoTVmjD0q","LISA","MONEY","YG Entertainment",1,56,63,"296979"
